,Angles
2934,"[114.854, 111.457, 109.98, 109.178, 105.617, 105.242]"
2941,"[115.429, 111.709, 111.365, 110.695, 104.371, 102.333]"
2942,"[115.588, 111.155, 110.109, 109.172, 105.438, 104.797]"
2949,"[115.506, 111.95, 111.858, 110.426, 104.247, 101.771]"
2950,"[115.404, 110.934, 110.212, 108.869, 105.456, 105.403]"
2957,"[115.55, 111.932, 111.346, 110.182, 104.578, 102.286]"
2958,"[115.633, 111.525, 110.414, 108.99, 104.88, 104.738]"
2965,"[115.487, 111.864, 111.562, 110.218, 104.507, 102.222]"
2966,"[115.36, 111.401, 110.322, 109.056, 105.094, 104.993]"
2973,"[115.296, 111.79, 111.666, 110.408, 104.424, 102.275]"
2974,"[115.499, 110.91, 110.879, 109.002, 105.023, 104.862]"
2981,"[115.347, 111.858, 111.814, 110.432, 104.282, 102.081]"
2982,"[115.442, 111.685, 110.695, 109.087, 104.691, 104.543]"
2989,"[115.379, 111.876, 111.475, 110.493, 104.324, 102.298]"
2990,"[115.056, 111.555, 111.057, 109.105, 104.756, 104.637]"
2997,"[115.385, 112.03, 111.445, 110.855, 104.211, 101.87]"
2998,"[114.955, 111.438, 111.395, 109.67, 104.738, 103.928]"
3005,"[115.518, 111.685, 111.137, 110.947, 104.241, 102.357]"
3006,"[114.721, 112.049, 111.211, 109.889, 104.59, 103.598]"
3013,"[114.689, 112.365, 111.401, 110.934, 104.14, 102.357]"
3017,"[114.955, 112.365, 111.291, 110.763, 104.111, 102.38]"
3021,"[114.955, 112.383, 111.334, 111.008, 104.046, 102.099]"
3025,"[114.885, 112.321, 111.069, 110.8, 104.259, 102.562]"
3029,"[115.018, 112.129, 111.162, 110.757, 104.336, 102.509]"
3033,"[114.759, 112.148, 111.186, 111.008, 104.401, 102.416]"
3037,"[115.087, 112.204, 110.947, 110.72, 104.306, 102.633]"
3041,"[114.797, 112.321, 111.076, 110.812, 104.294, 102.615]"
3045,"[115.094, 112.173, 111.002, 110.873, 104.312, 102.421]"
3049,"[115.056, 113.497, 111.045, 110.261, 104.702, 101.286]"
3050,"[117.549, 109.639, 108.047, 107.921, 107.272, 106.272]"
3051,"[122.134, 118.816, 118.692, 101.362, 96.84, 93.279]"
3054,"[122.95, 120.784, 115.239, 99.991, 97.47, 94.796]"
3057,"[115.36, 112.365, 111.192, 110.029, 104.744, 102.216]"
3058,"[115.728, 110.971, 109.646, 108.433, 105.873, 105.664]"
3065,"[115.024, 113.391, 111.082, 109.877, 104.957, 101.549]"
3066,"[117.181, 108.96, 108.542, 107.836, 107.128, 106.948]"
3071,"[115.195, 113.272, 111.063, 109.895, 104.898, 101.525]"
3072,"[117.007, 109.396, 108.029, 107.957, 107.578, 106.565]"
3078,"[115.252, 113.166, 111.027, 109.98, 104.88, 101.56]"
3079,"[116.949, 109.421, 107.999, 107.957, 107.596, 106.625]"
3085,"[115.391, 112.849, 111.18, 110.005, 104.75, 101.666]"
3086,"[116.577, 109.926, 108.476, 107.939, 107.116, 106.409]"
3092,"[115.391, 112.756, 111.328, 109.883, 104.679, 101.794]"
3093,"[116.129, 110.646, 109.153, 108.319, 106.165, 105.938]"
3099,"[115.214, 112.631, 111.174, 109.938, 104.803, 102.146]"
3100,"[116.187, 110.579, 108.947, 108.319, 106.32, 106.022]"
3106,"[114.626, 112.358, 111.088, 111.069, 104.424, 102.345]"
3110,"[114.645, 112.402, 111.039, 111.02, 104.33, 102.468]"
3114,"[114.74, 112.321, 111.174, 110.922, 104.164, 102.574]"
3118,"[115.176, 112.191, 111.02, 110.493, 103.94, 103.068]"
3122,"[115.341, 112.204, 110.971, 110.414, 103.904, 103.032]"
3126,"[115.455, 112.055, 111.057, 110.273, 103.774, 103.244]"
3130,"[116.021, 111.907, 110.916, 109.901, 103.539, 103.515]"
3143,"[164.323, 140.148, 94.508, 94.502, 90.802, 90.802]"
3145,"[131.338, 116.008, 107.122, 101.613, 101.128, 88.224]"
3146,"[121.031, 109.731, 108.439, 107.41, 107.236, 101.169]"
3155,"[116.68, 116.232, 115.328, 112.241, 107.584, 88.052]"
3156,"[119.716, 119.229, 116.232, 104.756, 98.673, 94.284]"
3157,"[131.836, 127.959, 114.658, 111.217, 88.911, 83.004]"
3158,"[120.611, 117.007, 114.708, 112.482, 100.253, 87.616]"
3159,"[123.23, 112.495, 108.923, 105.064, 103.38, 101.42]"
3160,"[113.478, 113.478, 113.478, 113.478, 101.724, 101.724]"
3161,"[114.142, 114.136, 114.136, 114.136, 100.498, 100.492]"
3162,"[129.568, 110.702, 108.681, 107.458, 105.153, 92.786]"
3163,"[120.365, 117.149, 113.179, 112.501, 97.383, 91.805]"
3172,"[114.494, 113.772, 111.027, 106.804, 105.177, 104.661]"
3173,"[114.337, 113.622, 112.582, 107.206, 104.383, 103.544]"
3174,"[110.139, 110.133, 109.141, 109.141, 109.141, 109.141]"
3175,"[110.139, 110.133, 109.141, 109.141, 109.141, 109.141]"
3176,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
3177,"[123.018, 120.464, 120.199, 98.517, 97.123, 90.825]"
3180,"[115.569, 110.408, 109.573, 108.693, 106.708, 105.891]"
3181,"[123.443, 123.443, 120.179, 97.215, 97.215, 87.644]"
3182,"[126.92, 121.514, 121.514, 92.986, 92.986, 91.948]"
3183,"[129.087, 127.423, 111.008, 95.227, 94.715, 88.739]"
3184,"[113.247, 113.247, 112.762, 106.505, 106.505, 103.863]"
3185,"[145.125, 145.125, 115.874, 110.72, 77.467, 77.467]"
3190,"[111.34, 111.143, 110.622, 109.828, 109.366, 104.418]"
3191,"[125.422, 119.736, 119.736, 98.077, 98.077, 87.49]"
3192,"[129.294, 123.004, 123.004, 91.341, 91.341, 87.341]"
3194,"[116.136, 113.553, 113.553, 106.655, 106.655, 98.598]"
3196,"[118.882, 115.855, 113.822, 104.312, 100.959, 98.766]"
3197,"[123.635, 113.023, 112.973, 112.024, 95.463, 94.06]"
3198,"[137.697, 116.462, 111.759, 100.079, 94.284, 84.382]"
3199,"[148.826, 113.197, 106.66, 96.834, 88.625, 81.234]"
3200,"[115.919, 115.919, 107.506, 107.506, 105.492, 104.028]"
3204,"[112.098, 112.098, 108.554, 108.47, 108.47, 107.02]"
3205,"[115.83, 109.792, 108.844, 108.252, 107.176, 106.738]"
3210,"[110.536, 110.176, 109.323, 109.275, 108.893, 108.596]"
3214,"[118.372, 110.916, 110.383, 108.602, 104.27, 103.079]"
3215,"[118.882, 114.249, 113.042, 109.926, 107.272, 91.077]"
3225,"[124.995, 109.7, 109.694, 104.649, 103.15, 103.15]"
3230,"[114.702, 111.506, 109.834, 109.828, 105.438, 105.438]"
3237,"[131.323, 121.064, 110.292, 110.255, 90.034, 82.311]"
3238,"[115.9, 112.098, 108.101, 107.927, 106.153, 106.141]"
3239,"[110.83, 110.432, 110.041, 109.585, 108.403, 107.512]"
3248,"[116.936, 115.881, 115.614, 107.638, 100.271, 99.637]"
3249,"[118.451, 114.986, 111.371, 108.881, 105.498, 95.238]"
3250,"[115.62, 111.469, 110.536, 109.767, 105.789, 103.45]"
3251,"[116.053, 113.872, 111.864, 110.475, 101.882, 101.525]"
3252,"[113.347, 111.543, 109.518, 108.12, 107.674, 106.314]"
3255,"[123.718, 120.458, 115.005, 100.201, 99.102, 93.428]"
3256,"[126.072, 116.334, 115.449, 98.888, 98.088, 96.736]"
3258,"[127.33, 116.564, 116.513, 97.655, 97.296, 95.664]"
3259,"[125.429, 118.954, 116.789, 99.242, 96.84, 94.031]"
3264,"[138.409, 120.311, 112.358, 100.376, 89.255, 68.291]"
3265,"[123.052, 119.591, 118.054, 101.122, 99.41, 90.052]"
3269,"[114.224, 109.542, 109.542, 108.832, 107.302, 107.302]"
3270,"[113.085, 113.085, 113.085, 105.557, 105.557, 105.557]"
3272,"[114.28, 109.494, 109.494, 108.542, 107.458, 107.458]"
3273,"[113.029, 113.029, 113.029, 105.629, 105.629, 105.629]"
3278,"[114.967, 113.572, 111.266, 106.678, 105.664, 103.656]"
3279,"[124.388, 119.492, 118.633, 113.835, 84.554, 81.663]"
3280,"[128.616, 128.426, 117.549, 99.166, 98.303, 83.316]"
3283,"[124.764, 122.527, 122.527, 95.929, 95.929, 85.63]"
3284,"[129.576, 121.924, 121.924, 91.633, 91.633, 89.502]"
3285,"[128.756, 126.798, 113.06, 94.813, 94.066, 88.986]"
3286,"[113.197, 113.067, 113.06, 106.834, 106.834, 103.085]"
3289,"[111.981, 111.981, 108.234, 108.234, 108.234, 108.234]"
3290,"[119.229, 110.714, 110.714, 109.877, 103.144, 103.144]"
3291,"[118.372, 118.372, 118.372, 118.372, 92.837, 92.837]"
3294,"[111.217, 111.217, 108.609, 108.609, 108.609, 108.609]"
3295,"[119.531, 111.672, 111.672, 109.348, 102.298, 102.298]"
3296,"[118.158, 118.158, 118.158, 118.158, 93.222, 93.222]"
3298,"[113.973, 113.973, 107.272, 107.272, 107.272, 107.272]"
3302,"[120.984, 113.766, 109.402, 105.129, 103.822, 102.116]"
3303,"[115.556, 113.222, 107.866, 107.848, 106.559, 105.195]"
3309,"[110.646, 109.944, 109.287, 109.208, 108.953, 108.772]"
3312,"[121.346, 114.387, 109.026, 105.629, 103.132, 101.642]"
3313,"[119.012, 113.584, 107.266, 105.694, 105.153, 105.046]"
3319,"[110.769, 109.962, 109.305, 109.135, 108.881, 108.754]"
3322,"[121.413, 114.431, 108.953, 105.599, 103.126, 101.625]"
3323,"[119.281, 113.647, 107.116, 105.462, 105.224, 104.963]"
3329,"[110.806, 109.98, 109.281, 109.135, 108.814, 108.79]"
3330,"[111.617, 111.143, 110.005, 109.548, 108.609, 105.831]"
3332,"[111.235, 111.235, 109.609, 109.542, 107.62, 107.62]"
3334,"[127.655, 120.166, 108.826, 106.493, 100.871, 89.381]"
3336,"[126.235, 122.202, 108.881, 108.814, 103.456, 83.552]"
3339,"[134.62, 106.678, 103.38, 103.38, 103.256, 103.256]"
3343,"[134.299, 126.164, 111.365, 99.329, 94.439, 93.784]"
3344,"[134.259, 126.086, 111.198, 99.503, 94.681, 93.664]"
3345,"[111.753, 111.42, 109.968, 109.822, 108.047, 105.694]"
3347,"[111.42, 111.42, 109.889, 109.305, 107.422, 107.422]"
3349,"[127.337, 119.841, 108.851, 106.511, 101.391, 89.662]"
3351,"[126.498, 122.786, 110.017, 105.879, 103.898, 83.639]"
3355,"[131.99, 121.641, 106.672, 102.85, 97.973, 90.756]"
3357,"[136.046, 86.692, 73.435, 66.14, 65.273, 64.609]"
3358,"[127.099, 120.491, 118.535, 111.598, 92.378, 64.906]"
3359,"[154.958, 152.861, 126.292, 126.292, 60.653, 60.646]"
3362,"[110.383, 110.279, 110.273, 108.651, 108.621, 108.615]"
3363,"[127.713, 107.308, 106.72, 105.7, 104.791, 102.744]"
3364,"[126.677, 107.242, 107.038, 106.063, 104.72, 103.486]"
3391,"[136.669, 105.867, 105.201, 104.489, 103.103, 97.285]"
3393,"[137.655, 105.944, 105.165, 104.454, 102.533, 96.039]"
3394,"[147.941, 105.011, 103.433, 96.996, 95.653, 95.273]"
3399,"[134.733, 106.996, 103.232, 103.232, 103.232, 103.232]"
3401,"[133.932, 126.755, 111.537, 99.131, 94.307, 93.824]"
3403,"[133.908, 126.856, 111.328, 99.114, 94.508, 93.882]"
3404,"[117.756, 112.197, 111.697, 110.377, 107.062, 96.356]"
3405,"[129.279, 112.749, 112.743, 108.361, 93.044, 93.044]"
3406,"[122.154, 119.085, 116.923, 106.183, 101.707, 84.094]"
3407,"[125.768, 125.768, 117.078, 104.59, 83.927, 83.927]"
3408,"[118.164, 118.164, 115.664, 104.111, 98.673, 98.673]"
3409,"[109.779, 109.652, 109.646, 109.275, 109.275, 109.196]"
3410,"[113.441, 110.775, 110.775, 108.246, 106.672, 106.672]"
3411,"[110.591, 109.804, 109.804, 108.984, 108.814, 108.808]"
3424,"[141.591, 120.007, 105.319, 98.395, 91.851, 78.241]"
3426,"[125.725, 125.725, 121.453, 97.435, 97.435, 86.319]"
3431,"[114.898, 114.898, 106.828, 106.828, 106.828, 106.828]"
3434,"[136.121, 132.836, 117.265, 111.697, 83.835, 82.767]"
3435,"[133.472, 133.472, 110.109, 110.102, 88.183, 88.183]"
3439,"[112.191, 111.346, 110.054, 109.846, 108.18, 105.017]"
3440,"[133.504, 133.504, 110.359, 110.353, 87.92, 87.92]"
3444,"[112.179, 111.648, 110.359, 110.267, 107.65, 104.46]"
3445,"[129.881, 129.539, 109.627, 93.509, 92.0, 91.318]"
3446,"[135.349, 118.424, 117.788, 92.86, 91.301, 89.84]"
3447,"[138.903, 105.759, 105.759, 103.491, 103.491, 88.0]"
3448,"[123.292, 110.836, 108.306, 107.848, 102.909, 102.603]"
3449,"[124.555, 111.901, 108.56, 107.746, 102.586, 101.572]"
3451,"[126.827, 126.698, 104.513, 103.633, 94.02, 88.224]"
3453,"[149.294, 107.963, 101.367, 98.378, 93.176, 91.329]"
3454,"[123.333, 116.699, 112.458, 108.198, 105.635, 85.911]"
3458,"[110.885, 110.506, 110.243, 109.725, 108.343, 107.074]"
3459,"[111.321, 111.125, 110.585, 108.893, 108.12, 106.637]"
3460,"[134.459, 107.866, 103.173, 103.173, 103.173, 103.173]"
3461,"[141.297, 103.751, 103.751, 102.111, 100.271, 100.271]"
3462,"[123.346, 123.346, 103.038, 101.952, 99.869, 99.869]"
3466,"[124.25, 124.25, 124.25, 91.433, 91.433, 91.433]"
3467,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
3468,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
3469,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
3473,"[112.569, 110.646, 110.438, 108.017, 107.692, 107.434]"
3474,"[119.61, 111.481, 111.481, 105.974, 103.562, 103.562]"
3476,"[149.644, 108.439, 102.721, 102.721, 94.807, 94.807]"
3477,"[126.363, 112.358, 107.698, 105.462, 102.228, 101.21]"
3480,"[132.044, 118.764, 113.616, 110.371, 94.491, 88.063]"
3489,"[117.788, 117.788, 74.52, 74.52, 74.52, 74.52]"
3490,"[110.463, 110.463, 110.463, 110.463, 107.506, 107.5]"
3491,"[118.151, 112.644, 111.223, 111.223, 101.379, 101.379]"
3492,"[180.0, 180.0, 97.331, 97.331, 82.669, 82.669]"
3493,"[180.0, 180.0, 95.083, 95.083, 84.917, 84.911]"
3494,"[127.344, 125.366, 104.922, 102.48, 99.922, 99.509]"
3495,"[113.697, 111.401, 109.026, 108.844, 106.87, 106.756]"
3496,"[129.591, 110.977, 106.147, 105.837, 102.68, 100.935]"
3497,"[114.582, 113.622, 111.285, 108.3, 106.302, 101.835]"
3498,"[126.15, 113.291, 108.15, 106.248, 103.185, 99.613]"
3499,"[115.22, 113.16, 112.768, 107.824, 104.466, 102.046]"
3500,"[132.602, 119.19, 104.389, 102.316, 100.708, 99.433]"
3501,"[114.626, 113.16, 108.881, 106.96, 106.445, 106.218]"
3528,"[119.026, 112.656, 110.322, 108.736, 103.486, 101.28]"
3529,"[118.047, 114.142, 109.129, 107.83, 104.383, 101.988]"
3530,"[120.106, 111.944, 109.999, 108.772, 104.075, 100.626]"
3531,"[126.563, 111.045, 109.694, 103.922, 103.462, 101.613]"
3532,"[127.013, 110.824, 109.396, 103.957, 102.985, 102.105]"
3533,"[125.058, 111.525, 108.457, 105.51, 104.785, 101.145]"
3534,"[114.381, 111.746, 111.143, 108.693, 106.96, 103.751]"
3535,"[116.353, 110.892, 110.316, 108.572, 106.637, 103.833]"
3536,"[115.372, 112.52, 108.609, 108.234, 107.866, 103.91]"
3537,"[126.691, 123.346, 119.117, 97.782, 91.347, 89.799]"
3538,"[127.561, 122.643, 118.431, 97.452, 92.413, 89.799]"
3539,"[126.906, 122.575, 119.577, 96.442, 93.371, 89.742]"
3540,"[123.683, 123.546, 118.96, 97.545, 95.204, 89.851]"
3541,"[124.667, 122.242, 119.545, 97.383, 95.141, 89.857]"
3542,"[124.09, 122.188, 120.126, 98.314, 94.008, 89.994]"
3543,"[139.676, 115.785, 114.098, 93.509, 91.926, 89.53]"
3544,"[136.744, 125.205, 104.868, 93.428, 92.717, 89.639]"
3545,"[137.757, 126.051, 102.686, 93.83, 90.052, 88.865]"
3546,"[121.018, 119.183, 108.687, 107.65, 98.969, 96.108]"
3547,"[122.772, 122.256, 109.999, 100.801, 96.039, 94.968]"
3548,"[124.757, 122.073, 111.611, 111.045, 85.452, 85.233]"
3549,"[121.918, 119.841, 108.228, 107.392, 97.325, 96.102]"
3550,"[123.031, 122.656, 109.129, 100.819, 96.869, 94.543]"
3551,"[124.736, 121.561, 112.464, 111.531, 85.854, 84.169]"
3552,"[123.237, 118.067, 108.572, 107.14, 97.256, 96.679]"
3553,"[122.452, 122.324, 110.322, 100.609, 96.246, 94.836]"
3554,"[125.486, 121.547, 111.876, 110.824, 85.796, 84.566]"
3555,"[150.998, 113.029, 96.408, 95.526, 90.814, 85.095]"
3556,"[143.149, 111.328, 101.865, 101.59, 95.215, 87.977]"
3557,"[139.623, 110.769, 102.14, 101.712, 101.379, 89.375]"
3558,"[151.775, 112.21, 96.782, 95.4, 91.066, 85.164]"
3559,"[143.533, 108.911, 103.81, 101.677, 96.609, 87.788]"
3560,"[139.996, 111.248, 103.191, 100.317, 99.689, 89.502]"
3561,"[150.447, 114.986, 94.525, 92.855, 91.312, 84.796]"
3562,"[143.775, 109.53, 102.627, 101.654, 95.636, 87.931]"
3563,"[138.461, 113.559, 103.409, 100.178, 98.534, 89.41]"
3564,"[152.178, 111.802, 104.294, 101.151, 92.304, 88.522]"
3575,"[112.662, 110.836, 110.463, 109.524, 109.372, 103.845]"
3576,"[111.531, 110.83, 110.812, 110.8, 109.226, 103.409]"
3580,"[111.796, 111.112, 110.035, 109.883, 108.627, 105.224]"
3583,"[111.728, 111.512, 110.359, 109.147, 109.026, 104.815]"
3587,"[113.572, 111.629, 110.683, 108.693, 108.512, 103.168]"
3597,"[118.281, 110.463, 109.585, 108.602, 108.379, 99.956]"
3598,"[118.359, 110.078, 109.063, 108.409, 108.222, 101.35]"
3599,"[116.782, 111.076, 110.023, 109.342, 109.026, 99.137]"
3600,"[111.278, 110.751, 109.712, 109.706, 108.935, 106.356]"
3607,"[116.59, 115.182, 108.972, 105.843, 105.611, 103.297]"
3608,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
3609,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
3614,"[113.584, 113.584, 108.397, 108.397, 108.343, 104.265]"
3615,"[133.583, 111.783, 111.783, 99.834, 99.834, 91.771]"
3616,"[123.525, 116.885, 116.885, 100.912, 100.912, 92.08]"
3617,"[114.519, 114.519, 113.553, 108.343, 102.275, 102.275]"
3618,"[120.172, 119.67, 119.479, 98.175, 98.146, 96.102]"
3621,"[111.531, 111.445, 110.389, 109.987, 108.101, 105.177]"
3640,"[114.677, 114.073, 109.032, 108.548, 107.542, 102.14]"
3641,"[118.132, 110.775, 110.61, 109.299, 107.644, 98.517]"
3642,"[119.545, 111.027, 110.151, 108.978, 107.969, 96.754]"
3643,"[116.705, 111.321, 109.293, 109.172, 108.198, 100.964]"
3644,"[118.125, 110.922, 110.17, 110.072, 106.643, 99.213]"
3645,"[119.795, 111.205, 110.787, 107.83, 107.608, 97.192]"
3646,"[118.509, 113.316, 110.628, 104.916, 104.833, 103.415]"
3647,"[115.76, 114.268, 110.341, 107.554, 104.531, 103.226]"
3648,"[118.757, 116.43, 113.885, 107.975, 104.495, 95.026]"
3649,"[123.711, 115.233, 110.984, 105.432, 104.596, 92.51]"
3650,"[121.011, 114.381, 110.683, 110.041, 105.593, 94.796]"
3651,"[123.793, 111.469, 111.297, 105.361, 104.359, 98.378]"
3652,"[131.437, 110.041, 109.518, 108.905, 97.84, 95.808]"
3657,"[124.326, 123.518, 114.305, 109.633, 84.802, 83.835]"
3658,"[126.57, 120.764, 119.354, 109.19, 84.347, 83.293]"
3659,"[117.465, 116.827, 114.828, 113.322, 98.969, 92.086]"
3660,"[125.1, 119.17, 107.891, 105.849, 96.621, 94.548]"
3661,"[128.119, 115.379, 114.538, 105.98, 102.492, 85.509]"
3662,"[131.125, 117.039, 111.143, 109.865, 98.094, 81.651]"
3665,"[129.22, 113.054, 112.886, 106.942, 101.748, 87.306]"
3666,"[127.085, 116.238, 113.466, 107.957, 104.028, 82.444]"
3669,"[111.537, 111.438, 109.39, 108.657, 108.059, 107.71]"
3670,"[112.911, 111.611, 109.275, 108.349, 107.374, 107.374]"
3671,"[113.666, 112.88, 109.153, 107.86, 107.806, 105.575]"
3672,"[111.518, 110.916, 110.463, 110.011, 107.836, 105.95]"
3673,"[119.888, 110.133, 107.398, 106.559, 106.099, 105.95]"
3674,"[113.659, 112.693, 111.414, 110.555, 108.095, 99.904]"
3681,"[117.898, 117.898, 111.377, 111.377, 106.04, 91.96]"
3689,"[118.028, 118.028, 111.463, 111.463, 105.795, 91.822]"
3691,"[113.335, 110.738, 110.738, 108.99, 108.99, 103.627]"
3692,"[126.065, 110.463, 110.463, 109.214, 109.214, 83.114]"
3693,"[128.609, 119.321, 111.002, 105.831, 95.008, 86.629]"
3694,"[128.097, 117.174, 109.336, 107.08, 95.751, 89.249]"
3695,"[110.941, 110.934, 110.824, 109.664, 109.658, 104.661]"
3701,"[111.463, 111.198, 110.818, 108.379, 107.71, 107.212]"
3702,"[112.532, 111.562, 108.917, 108.578, 107.578, 107.482]"
3704,"[135.471, 128.638, 107.506, 92.614, 92.407, 89.702]"
3705,"[124.925, 124.312, 122.012, 100.679, 93.985, 89.215]"
3706,"[156.022, 106.296, 106.051, 93.928, 93.595, 93.4]"
3707,"[134.733, 126.051, 96.494, 96.119, 95.014, 94.934]"
3708,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
3712,"[123.931, 115.075, 114.948, 106.972, 100.702, 91.845]"
3715,"[115.208, 114.393, 111.833, 108.615, 105.885, 99.91]"
3718,"[116.936, 114.923, 113.534, 107.836, 102.105, 99.887]"
3720,"[115.925, 114.526, 113.229, 107.866, 103.727, 99.532]"
3721,"[129.124, 110.922, 109.633, 106.84, 100.673, 95.509]"
3723,"[122.222, 117.536, 112.495, 105.617, 97.568, 96.857]"
3725,"[118.301, 117.31, 115.493, 106.822, 100.702, 92.608]"
3726,"[117.245, 117.232, 117.046, 102.791, 100.16, 96.35]"
3731,"[126.848, 118.444, 111.285, 99.294, 97.256, 92.39]"
3732,"[132.415, 109.366, 108.306, 105.29, 103.751, 95.733]"
3733,"[126.848, 118.444, 111.285, 99.294, 97.256, 92.39]"
3734,"[128.221, 122.188, 106.547, 99.677, 93.641, 93.205]"
3735,"[124.319, 122.019, 110.218, 109.366, 93.583, 92.178]"
3737,"[116.789, 110.102, 109.323, 108.18, 106.942, 105.076]"
3738,"[112.899, 112.899, 112.892, 112.892, 102.821, 102.821]"
3739,"[112.507, 112.507, 112.507, 112.501, 103.562, 103.562]"
3740,"[113.216, 113.21, 113.21, 113.21, 102.222, 102.222]"
3741,"[115.182, 112.129, 108.917, 107.14, 106.684, 106.535]"
3742,"[124.59, 121.635, 114.639, 103.916, 103.904, 88.556]"
3747,"[110.898, 109.968, 109.682, 109.597, 108.972, 107.704]"
3749,"[116.885, 113.247, 111.254, 106.762, 103.786, 103.603]"
3751,"[115.747, 114.576, 113.397, 108.186, 103.173, 99.712]"
3752,"[129.353, 110.8, 109.384, 106.87, 101.221, 95.198]"
3754,"[120.75, 118.385, 111.629, 105.92, 100.836, 94.29]"
3755,"[115.906, 115.728, 114.626, 105.123, 104.377, 98.048]"
3759,"[173.617, 171.078, 94.583, 93.572, 92.126, 79.555]"
3762,"[132.129, 123.36, 107.356, 105.861, 95.44, 86.112]"
3782,"[134.741, 126.214, 116.795, 98.395, 97.84, 55.827]"
3787,"[180.0, 180.0, 94.669, 94.669, 85.331, 85.331]"
3788,"[148.771, 107.164, 104.466, 103.497, 101.964, 84.934]"
3790,"[129.837, 122.718, 107.164, 106.129, 96.5, 89.278]"
3799,"[171.494, 166.557, 98.598, 94.612, 89.186, 77.485]"
3800,"[175.561, 173.565, 98.569, 96.062, 85.498, 79.712]"
3801,"[133.464, 115.315, 111.469, 108.941, 97.29, 86.641]"
3832,"[178.597, 177.856, 119.703, 116.436, 62.147, 61.725]"
3833,"[180.0, 131.705, 122.697, 122.181, 58.123, 57.085]"
3835,"[113.322, 113.322, 112.706, 106.487, 106.487, 103.798]"
3836,"[113.185, 113.172, 112.923, 106.66, 106.66, 103.515]"
3837,"[113.048, 113.048, 112.811, 106.655, 106.655, 103.946]"
3838,"[112.867, 112.867, 112.377, 107.5, 107.5, 103.126]"
3839,"[113.098, 112.675, 112.675, 106.828, 106.828, 104.105]"
3841,"[113.098, 112.675, 112.675, 106.828, 106.828, 104.105]"
3844,"[114.62, 114.62, 106.96, 106.96, 106.96, 106.96]"
3845,"[114.765, 114.765, 106.894, 106.894, 106.894, 106.894]"
3846,"[111.895, 111.895, 110.671, 110.665, 109.926, 101.584]"
3847,"[123.394, 110.879, 110.873, 110.628, 110.622, 83.287]"
3848,"[124.597, 115.588, 111.266, 110.548, 100.894, 87.564]"
3850,"[110.5, 109.883, 109.767, 109.105, 108.875, 108.687]"
3851,"[118.725, 112.185, 109.372, 106.499, 106.469, 102.034]"
3852,"[113.998, 111.315, 111.272, 109.664, 106.057, 103.934]"
3853,"[112.489, 111.568, 111.008, 110.941, 110.316, 100.061]"
3854,"[111.537, 110.475, 109.603, 109.226, 108.875, 107.092]"
3855,"[115.341, 110.243, 109.633, 109.366, 106.409, 105.855]"
