,Cif,Name,Site,CN,OS,Period,Group,Angles
1023,40945.cif,Cr6+:4.000 Cs1+:4.000 Li1+:4.000 O2-:16.000,Cr1,4.0,6,4,6,"[110.604, 109.938, 109.907, 108.875, 108.76, 108.711]"
1025,40945.cif,Cr6+:4.000 Cs1+:4.000 Li1+:4.000 O2-:16.000,Li1,4.0,1,2,1,"[114.067, 111.598, 108.893, 108.077, 107.284, 106.984]"
1032,4204.cif,Ag1+:12.000 Li1+:4.000 O2-:8.000,Li1,4.0,1,2,1,"[123.793, 123.793, 117.516, 117.516, 88.957, 88.957]"
1034,42499.cif,Al3+:3.000 Li1+:3.000 O2-:12.000 Si4+:3.000,Al1,4.0,3,3,3,"[116.295, 116.289, 107.452, 107.452, 104.904, 104.904]"
1035,42499.cif,Al3+:3.000 Li1+:3.000 O2-:12.000 Si4+:3.000,Li1,4.0,1,2,1,"[128.859, 128.859, 124.229, 124.229, 79.053, 79.053]"
1036,42499.cif,Al3+:3.000 Li1+:3.000 O2-:12.000 Si4+:3.000,Li2,4.0,1,2,1,"[129.881, 129.881, 123.305, 123.305, 79.03, 79.03]"
1038,42499.cif,Al3+:3.000 Li1+:3.000 O2-:12.000 Si4+:3.000,Si1,4.0,4,3,4,"[116.68, 116.68, 110.671, 110.665, 101.426, 101.426]"
1039,47104.cif,Li1+:24.000 O2-:18.000 Pb4+:3.000,Li1,4.0,1,2,1,"[121.038, 111.346, 110.695, 106.936, 105.968, 99.468]"
1044,47229.cif,K1+:2.000 Li1+:2.000 S2-:2.000,Li1,4.0,1,2,1,"[116.872, 116.872, 105.908, 105.902, 105.902, 105.902]"
1047,48136.cif,K1+:2.000 Li1+:2.000 O2-:8.000 S6+:2.000,Li1,4.0,1,2,1,"[113.885, 113.872, 113.86, 104.602, 104.602, 104.596]"
1050,48136.cif,K1+:2.000 Li1+:2.000 O2-:8.000 S6+:2.000,S1,4.0,6,3,6,"[110.414, 110.396, 110.383, 108.53, 108.53, 108.524]"
1053,48177.cif,B3+:4.000 K1+:4.000 Li1+:8.000 O2-:12.000,Li1,4.0,1,2,1,"[122.046, 119.327, 115.094, 110.139, 108.863, 71.349]"
1055,48177.cif,B3+:4.000 K1+:4.000 Li1+:8.000 O2-:12.000,O2,4.0,-2,2,6,"[148.408, 124.674, 122.759, 92.0, 85.187, 83.344]"
1062,4820.cif,B3+:12.000 Cu2+:3.000 Li1+:18.000 O2-:30.000,Cu1,4.0,2,4,1,"[180.0, 180.0, 91.84, 91.84, 88.16, 88.16]"
1064,4820.cif,B3+:12.000 Cu2+:3.000 Li1+:18.000 O2-:30.000,Li1,4.0,1,2,1,"[145.376, 110.836, 102.486, 100.003, 94.146, 87.174]"
1065,4820.cif,B3+:12.000 Cu2+:3.000 Li1+:18.000 O2-:30.000,Li2,4.0,1,2,1,"[127.597, 114.029, 110.665, 105.986, 101.87, 92.906]"
1067,4820.cif,B3+:12.000 Cu2+:3.000 Li1+:18.000 O2-:30.000,Li4,4.0,1,2,1,"[127.114, 113.885, 112.768, 100.294, 97.66, 96.725]"
1068,4820.cif,B3+:12.000 Cu2+:3.000 Li1+:18.000 O2-:30.000,Li5,4.0,1,2,1,"[141.915, 118.457, 108.306, 105.207, 103.633, 77.179]"
1069,4820.cif,B3+:12.000 Cu2+:3.000 Li1+:18.000 O2-:30.000,Li6,4.0,1,2,1,"[125.268, 118.627, 113.528, 101.97, 99.311, 97.366]"
1072,4820.cif,B3+:12.000 Cu2+:3.000 Li1+:18.000 O2-:30.000,Li9,4.0,1,2,1,"[134.644, 128.925, 101.876, 95.636, 92.82, 84.514]"
1073,4820.cif,B3+:12.000 Cu2+:3.000 Li1+:18.000 O2-:30.000,O1,4.0,-2,2,6,"[136.878, 126.82, 117.155, 93.687, 87.094, 82.449]"
1076,4820.cif,B3+:12.000 Cu2+:3.000 Li1+:18.000 O2-:30.000,O4,4.0,-2,2,6,"[143.804, 122.984, 114.092, 93.646, 91.157, 86.916]"
1077,4820.cif,B3+:12.000 Cu2+:3.000 Li1+:18.000 O2-:30.000,O5,4.0,-2,2,6,"[129.457, 115.913, 108.246, 105.278, 103.197, 85.377]"
1078,4820.cif,B3+:12.000 Cu2+:3.000 Li1+:18.000 O2-:30.000,O6,4.0,-2,2,6,"[138.842, 121.091, 111.537, 92.499, 90.246, 89.1]"
1079,4820.cif,B3+:12.000 Cu2+:3.000 Li1+:18.000 O2-:30.000,O7,4.0,-2,2,6,"[134.604, 118.79, 116.712, 97.452, 95.549, 84.779]"
1083,4820.cif,B3+:12.000 Cu2+:3.000 Li1+:18.000 O2-:30.000,O11,4.0,-2,2,6,"[154.119, 142.778, 94.612, 87.444, 85.216, 77.579]"
1085,4820.cif,B3+:12.000 Cu2+:3.000 Li1+:18.000 O2-:30.000,O13,4.0,-2,2,6,"[125.598, 125.38, 112.936, 102.621, 99.805, 88.241]"
1087,4820.cif,B3+:12.000 Cu2+:3.000 Li1+:18.000 O2-:30.000,O15,4.0,-2,2,6,"[129.168, 118.836, 116.257, 107.398, 94.698, 78.954]"
1088,48209.cif,Li1+:18.000 O2-:18.000 U6+:3.000,Li1,4.0,1,2,1,"[140.525, 125.683, 102.515, 102.316, 101.099, 88.602]"
1092,49021.cif,K1+:4.000 Li1+:4.000 Mn2+:4.000 O2-:8.000,Li1,4.0,1,2,1,"[122.595, 119.709, 104.987, 104.987, 102.903, 102.903]"
1093,49021.cif,K1+:4.000 Li1+:4.000 Mn2+:4.000 O2-:8.000,Mn1,4.0,2,4,7,"[118.451, 118.451, 113.666, 100.626, 100.626, 99.759]"
1097,49022.cif,K1+:4.000 Li1+:4.000 O2-:8.000 Zn2+:4.000,Li1,4.0,1,2,1,"[121.125, 120.424, 105.153, 105.153, 103.091, 103.091]"
1100,49022.cif,K1+:4.000 Li1+:4.000 O2-:8.000 Zn2+:4.000,Zn1,4.0,2,4,2,"[116.911, 116.911, 115.512, 101.952, 101.952, 99.131]"
1101,49026.cif,Li1+:24.000 O2-:18.000 Tb4+:3.000,Li1,4.0,1,2,1,"[121.018, 111.703, 110.659, 107.842, 106.511, 97.475]"
1106,49755.cif,Cu1+:8.000 Li1+:8.000 O2-:8.000,Li1,4.0,1,2,1,"[153.024, 107.584, 102.979, 102.979, 92.734, 92.734]"
1109,50006.cif,Cl1-:32.000 Li1+:10.352 V2+:7.236 V3+:2.412,Cl2,4.0,-1,3,7,"[123.429, 123.429, 123.429, 123.429, 123.429, 123.429, 123.429, 123.429, 123.429, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 92.568, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1111,50006.cif,Cl1-:32.000 Li1+:10.352 V2+:7.236 V3+:2.412,Li1,4.0,1,2,1,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1113,50058.cif,Li1+:10.000 O2-:16.000 P5+:4.000,Li2,4.0,1,2,1,"[128.881, 113.578, 112.358, 108.228, 93.434, 92.619]"
1114,50058.cif,Li1+:10.000 O2-:16.000 P5+:4.000,Li1,4.0,1,2,1,"[117.943, 112.675, 112.284, 109.761, 106.308, 96.16]"
1118,50058.cif,Li1+:10.000 O2-:16.000 P5+:4.000,P1,4.0,5,3,5,"[109.786, 109.786, 109.664, 109.439, 109.075, 109.075]"
1122,50305.cif,Cl1-:32.000 Ga3+:0.800 Li1+:15.200 Mn2+:7.200,Li1,4.0,1,2,1,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1127,50306.cif,Cl1-:32.000 In3+:2.800 Li1+:13.200 Mn2+:5.200,Li1,4.0,1,2,1,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1129,50415.cif,Li1+:8.000 Mn3+:8.000 Mn4+:8.000 O2-:32.000,Li1,4.0,1,2,1,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1131,50415.cif,Li1+:8.000 Mn3+:8.000 Mn4+:8.000 O2-:32.000,O1,4.0,-2,2,6,"[120.904, 120.904, 120.897, 120.897, 120.897, 120.897, 95.993, 95.993, 95.993, 95.993, 95.993, 95.993, 95.993, 95.993, 95.993, 95.993, 95.993, 95.993, 0.0, 0.0, 0.0]"
1132,50416.cif,Li1+:8.000 Mn3+:5.125 Mn4+:9.435 Ni2+:1.440 O2-:32.000,Li1,4.0,1,2,1,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1135,50416.cif,Li1+:8.000 Mn3+:5.125 Mn4+:9.435 Ni2+:1.440 O2-:32.000,O1,4.0,-2,2,6,"[120.651, 120.651, 120.651, 120.651, 120.651, 120.651, 120.644, 120.644, 120.644, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 96.327, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1136,50420.cif,Li1+:12.000 O2-:48.000 P5+:12.000 Sc3+:8.000,Li1,4.0,1,2,1,"[149.362, 122.52, 106.475, 97.776, 87.335, 81.222]"
1140,50420.cif,Li1+:12.000 O2-:48.000 P5+:12.000 Sc3+:8.000,O2,4.0,-2,2,6,"[139.738, 123.203, 111.223, 100.352, 93.411, 82.686]"
1141,50420.cif,Li1+:12.000 O2-:48.000 P5+:12.000 Sc3+:8.000,O3,4.0,-2,2,6,"[140.157, 113.904, 103.244, 100.527, 97.475, 89.696]"
1151,50420.cif,Li1+:12.000 O2-:48.000 P5+:12.000 Sc3+:8.000,P1,4.0,5,3,5,"[119.967, 115.664, 115.011, 102.41, 101.163, 97.279]"
1152,50420.cif,Li1+:12.000 O2-:48.000 P5+:12.000 Sc3+:8.000,P2,4.0,5,3,5,"[116.853, 113.478, 112.358, 107.692, 102.721, 102.269]"
1153,50420.cif,Li1+:12.000 O2-:48.000 P5+:12.000 Sc3+:8.000,P3,4.0,5,3,5,"[122.595, 111.642, 108.584, 106.141, 103.898, 102.533]"
1158,50422.cif,Li1+:10.560 O2-:48.000 P5+:12.000 Sc3+:7.200 Ti4+:0.800,Li1,4.0,1,2,1,"[135.17, 133.987, 111.033, 94.002, 89.92, 79.607]"
1165,50422.cif,Li1+:10.560 O2-:48.000 P5+:12.000 Sc3+:7.200 Ti4+:0.800,P1,4.0,5,3,5,"[110.787, 110.732, 110.048, 109.172, 108.657, 107.362]"
1166,50422.cif,Li1+:10.560 O2-:48.000 P5+:12.000 Sc3+:7.200 Ti4+:0.800,P2,4.0,5,3,5,"[113.553, 113.547, 112.662, 108.887, 104.194, 104.194]"
1171,50423.cif,Li1+:11.840 O2-:48.000 P5+:12.000 Sc3+:7.200 Zr4+:0.800,Li1,4.0,1,2,1,"[143.882, 125.296, 106.774, 99.497, 89.599, 80.561]"
1178,50423.cif,Li1+:11.840 O2-:48.000 P5+:12.000 Sc3+:7.200 Zr4+:0.800,P1,4.0,5,3,5,"[112.532, 111.475, 111.278, 107.224, 107.068, 106.972]"
1179,50423.cif,Li1+:11.840 O2-:48.000 P5+:12.000 Sc3+:7.200 Zr4+:0.800,P2,4.0,5,3,5,"[114.023, 112.284, 112.278, 107.728, 105.248, 105.248]"
1183,50442.cif,Eu2+:3.000 Li1+:6.000 O2-:12.000 Si4+:3.000,Li1,4.0,1,2,1,"[132.284, 117.013, 105.284, 102.21, 99.404, 96.909]"
1186,50442.cif,Eu2+:3.000 Li1+:6.000 O2-:12.000 Si4+:3.000,Si1,4.0,4,3,4,"[113.104, 113.104, 108.705, 108.264, 106.894, 106.882]"
1187,50612.cif,Al3+:4.000 B3+:4.000 Li1+:8.000 O2-:16.000,Al1,4.0,3,3,3,"[112.204, 111.919, 111.272, 110.457, 109.913, 100.801]"
1189,50612.cif,Al3+:4.000 B3+:4.000 Li1+:8.000 O2-:16.000,Li1,4.0,1,2,1,"[116.962, 114.463, 113.409, 111.457, 99.428, 99.195]"
1190,50612.cif,Al3+:4.000 B3+:4.000 Li1+:8.000 O2-:16.000,Li2,4.0,1,2,1,"[130.572, 117.833, 110.689, 99.503, 99.108, 77.966]"
1191,50612.cif,Al3+:4.000 B3+:4.000 Li1+:8.000 O2-:16.000,O1,4.0,-2,2,6,"[130.662, 119.367, 113.76, 110.279, 91.026, 77.919]"
1192,50612.cif,Al3+:4.000 B3+:4.000 Li1+:8.000 O2-:16.000,O2,4.0,-2,2,6,"[132.703, 127.301, 106.954, 95.693, 95.405, 83.414]"
1194,50612.cif,Al3+:4.000 B3+:4.000 Li1+:8.000 O2-:16.000,O4,4.0,-2,2,6,"[121.884, 117.84, 116.066, 115.018, 90.504, 90.115]"
1196,50851.cif,Li1+:8.960 Mn3+:5.114 Mn4+:9.926 O2-:32.000,Li1,4.0,1,2,1,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1198,50851.cif,Li1+:8.960 Mn3+:5.114 Mn4+:9.926 O2-:32.000,O1,4.0,-2,2,6,"[120.717, 120.717, 120.717, 120.717, 120.717, 120.717, 120.717, 120.717, 120.717, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 96.235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1200,50852.cif,Li1+:8.640 Mn3+:7.366 Mn4+:8.474 O2-:32.000,Li1,4.0,1,2,1,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1206,50854.cif,Li1+:9.584 Mn3+:3.690 Mn4+:10.726 O2-:31.776,O1,4.0,-2,2,6,"[121.004, 121.004, 121.004, 121.004, 121.004, 121.004, 121.004, 121.004, 121.004, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 95.854, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1207,50950.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li1,4.0,1,2,1,"[126.62, 124.083, 103.857, 103.757, 101.438, 99.462]"
1208,50950.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li2,4.0,1,2,1,"[129.68, 110.17, 106.177, 104.898, 103.232, 101.9]"
1209,50950.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li3,4.0,1,2,1,"[128.917, 112.167, 106.768, 105.397, 102.498, 100.731]"
1210,50950.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li4,4.0,1,2,1,"[128.09, 125.775, 103.068, 102.78, 102.709, 97.331]"
1211,50950.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li5,4.0,1,2,1,"[114.217, 112.111, 111.79, 108.294, 105.218, 104.466]"
1212,50950.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li6,4.0,1,2,1,"[114.904, 112.402, 109.834, 107.476, 106.613, 105.064]"
1213,50950.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li7,4.0,1,2,1,"[116.398, 114.74, 110.53, 106.147, 104.874, 102.78]"
1214,50950.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li8,4.0,1,2,1,"[115.315, 115.094, 109.889, 106.189, 105.962, 103.321]"
1232,51184.cif,Li1+:2.000 O2-:8.000 Ti3+:2.000 Ti4+:2.000,Li1,4.0,1,2,1,"[127.655, 127.655, 122.834, 93.853, 85.716, 85.716]"
1237,51185.cif,Li1+:2.168 O2-:8.000 Ti3+:1.256 Ti4+:2.516,Li1,4.0,1,2,1,"[126.877, 126.877, 122.95, 94.525, 86.531, 86.531]"
1242,51187.cif,Li1+:2.156 O2-:8.000 Ti3+:0.443 Ti4+:3.129,Li1,4.0,1,2,1,"[127.959, 127.959, 120.971, 96.454, 84.422, 84.416]"
1247,51206.cif,Fe2+:2.873 Fe3+:18.567 Li1+:2.560 O2-:32.000,Fe1,4.0,2,4,8,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1248,51206.cif,Fe2+:2.873 Fe3+:18.567 Li1+:2.560 O2-:32.000,Li1,4.0,1,2,1,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1250,51206.cif,Fe2+:2.873 Fe3+:18.567 Li1+:2.560 O2-:32.000,O1,4.0,-2,2,6,"[124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1251,51314.cif,Al3+:8.000 B3+:16.000 Li1+:8.000 O2-:40.000,Al1,4.0,3,3,3,"[116.68, 111.309, 109.287, 109.038, 108.736, 101.473]"
1254,51314.cif,Al3+:8.000 B3+:16.000 Li1+:8.000 O2-:40.000,Li1,4.0,1,2,1,"[150.216, 125.528, 125.521, 116.583, 71.887, 71.887]"
1262,51333.cif,Fe3+:4.000 Li1+:8.000 O2-:48.000 P5+:12.000 Zr4+:4.000,Li1,4.0,1,2,1,"[141.702, 128.558, 112.086, 100.719, 85.158, 84.036]"
1269,51333.cif,Fe3+:4.000 Li1+:8.000 O2-:48.000 P5+:12.000 Zr4+:4.000,P1,4.0,5,3,5,"[112.358, 110.261, 109.487, 109.408, 107.909, 107.386]"
1270,51333.cif,Fe3+:4.000 Li1+:8.000 O2-:48.000 P5+:12.000 Zr4+:4.000,P2,4.0,5,3,5,"[111.895, 109.871, 109.871, 108.536, 108.53, 108.065]"
1272,51630.cif,Li1+:20.000 O2-:60.000 P5+:20.000,Li1,4.0,1,2,1,"[136.635, 109.871, 105.926, 102.439, 100.341, 91.444]"
1273,51630.cif,Li1+:20.000 O2-:60.000 P5+:20.000,Li2,4.0,1,2,1,"[130.301, 110.31, 108.12, 105.492, 101.894, 94.784]"
1274,51630.cif,Li1+:20.000 O2-:60.000 P5+:20.000,Li3,4.0,1,2,1,"[131.094, 127.539, 106.906, 106.595, 95.463, 93.434]"
1275,51630.cif,Li1+:20.000 O2-:60.000 P5+:20.000,Li4,4.0,1,2,1,"[133.464, 122.595, 108.663, 106.666, 94.819, 93.882]"
1276,51630.cif,Li1+:20.000 O2-:60.000 P5+:20.000,Li5,4.0,1,2,1,"[124.111, 124.111, 108.005, 107.999, 102.351, 92.149]"
1277,51630.cif,Li1+:20.000 O2-:60.000 P5+:20.000,Li6,4.0,1,2,1,"[127.872, 127.872, 106.063, 106.057, 97.845, 94.675]"
1293,51630.cif,Li1+:20.000 O2-:60.000 P5+:20.000,P1,4.0,5,3,5,"[120.02, 110.836, 110.775, 108.488, 106.165, 98.291]"
1294,51630.cif,Li1+:20.000 O2-:60.000 P5+:20.000,P2,4.0,5,3,5,"[118.849, 113.079, 110.115, 106.954, 105.207, 100.988]"
1295,51630.cif,Li1+:20.000 O2-:60.000 P5+:20.000,P3,4.0,5,3,5,"[118.184, 113.116, 109.95, 107.536, 105.272, 101.455]"
1296,51630.cif,Li1+:20.000 O2-:60.000 P5+:20.000,P4,4.0,5,3,5,"[121.158, 111.014, 109.524, 108.53, 103.993, 100.591]"
1297,51630.cif,Li1+:20.000 O2-:60.000 P5+:20.000,P5,4.0,5,3,5,"[119.387, 109.518, 108.421, 108.355, 107.32, 102.527]"
1299,51631.cif,H1+:2.000 Li1+:8.000 O2-:30.000 P5+:10.000,Li1,4.0,1,2,1,"[151.86, 113.778, 100.02, 98.783, 97.695, 93.87]"
1318,51631.cif,H1+:2.000 Li1+:8.000 O2-:30.000 P5+:10.000,P1,4.0,5,3,5,"[121.198, 110.616, 109.063, 107.464, 106.81, 99.48]"
1319,51631.cif,H1+:2.000 Li1+:8.000 O2-:30.000 P5+:10.000,P2,4.0,5,3,5,"[120.026, 112.266, 108.917, 108.596, 106.236, 98.667]"
1320,51631.cif,H1+:2.000 Li1+:8.000 O2-:30.000 P5+:10.000,P3,4.0,5,3,5,"[116.545, 115.024, 111.506, 106.463, 104.62, 101.221]"
1321,51631.cif,H1+:2.000 Li1+:8.000 O2-:30.000 P5+:10.000,P4,4.0,5,3,5,"[120.497, 110.31, 109.408, 107.314, 106.469, 101.052]"
1322,51631.cif,H1+:2.000 Li1+:8.000 O2-:30.000 P5+:10.000,P5,4.0,5,3,5,"[117.355, 114.123, 109.366, 108.077, 104.549, 102.152]"
1324,51667.cif,Fe3+:13.992 Li1+:4.008 Mn3+:6.000 O2-:32.000,Fe1,4.0,3,4,8,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1325,51667.cif,Fe3+:13.992 Li1+:4.008 Mn3+:6.000 O2-:32.000,Li1,4.0,1,2,1,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1328,51667.cif,Fe3+:13.992 Li1+:4.008 Mn3+:6.000 O2-:32.000,O1,4.0,-2,2,6,"[123.305, 123.305, 123.305, 123.305, 123.305, 123.305, 123.305, 123.305, 123.305, 123.305, 123.305, 123.305, 123.305, 123.305, 123.305, 123.305, 123.305, 123.305, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 92.734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1330,51690.cif,Fe3+:19.000 Li1+:4.008 Mn3+:1.000 O2-:32.000,Fe1,4.0,3,4,8,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1331,51690.cif,Fe3+:19.000 Li1+:4.008 Mn3+:1.000 O2-:32.000,Li1,4.0,1,2,1,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1336,51691.cif,Fe3+:18.000 Li1+:4.000 Mn3+:2.000 O2-:32.000,Fe1,4.0,3,4,8,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1337,51691.cif,Fe3+:18.000 Li1+:4.000 Mn3+:2.000 O2-:32.000,Li1,4.0,1,2,1,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1340,51691.cif,Fe3+:18.000 Li1+:4.000 Mn3+:2.000 O2-:32.000,O1,4.0,-2,2,6,"[124.021, 124.021, 124.021, 124.021, 124.021, 124.021, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 124.014, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 91.754, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1342,51692.cif,Fe3+:17.000 Li1+:3.992 Mn3+:3.000 O2-:32.000,Fe1,4.0,3,4,8,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1343,51692.cif,Fe3+:17.000 Li1+:3.992 Mn3+:3.000 O2-:32.000,Li1,4.0,1,2,1,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1348,51693.cif,Fe3+:16.008 Li1+:3.992 Mn3+:4.000 O2-:32.000,Fe1,4.0,3,4,8,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1349,51693.cif,Fe3+:16.008 Li1+:3.992 Mn3+:4.000 O2-:32.000,Li1,4.0,1,2,1,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
1352,51693.cif,Fe3+:16.008 Li1+:3.992 Mn3+:4.000 O2-:32.000,O1,4.0,-2,2,6,"[123.718, 123.718, 123.718, 123.718, 123.718, 123.718, 123.718, 123.718, 123.718, 123.718, 123.718, 123.718, 123.718, 123.718, 123.718, 123.718, 123.718, 123.718, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 92.172, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1354,51694.cif,Fe3+:15.000 Li1+:4.008 Mn3+:5.000 O2-:32.000,Fe1,4.0,3,4,8,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1355,51694.cif,Fe3+:15.000 Li1+:4.008 Mn3+:5.000 O2-:32.000,Li1,4.0,1,2,1,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1360,51695.cif,Fe3+:14.000 Li1+:4.000 Mn3+:6.000 O2-:32.000,Fe1,4.0,3,4,8,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1361,51695.cif,Fe3+:14.000 Li1+:4.000 Mn3+:6.000 O2-:32.000,Li1,4.0,1,2,1,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1364,51695.cif,Fe3+:14.000 Li1+:4.000 Mn3+:6.000 O2-:32.000,O1,4.0,-2,2,6,"[123.676, 123.676, 123.676, 123.676, 123.676, 123.676, 123.676, 123.676, 123.676, 123.676, 123.676, 123.676, 123.676, 123.676, 123.676, 123.676, 123.676, 123.676, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 92.218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1365,51754.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,Al1,4.0,3,3,3,"[117.749, 110.898, 110.438, 108.566, 106.135, 102.615]"
1368,51754.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,Li1,4.0,1,2,1,"[116.981, 110.849, 110.298, 109.542, 104.898, 104.347]"
1369,51754.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,Li2,4.0,1,2,1,"[126.051, 116.321, 107.518, 103.515, 99.904, 97.816]"
1370,51754.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,Li3,4.0,1,2,1,"[122.779, 117.924, 110.708, 105.26, 103.946, 89.977]"
1371,51754.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,O1,4.0,-2,2,6,"[121.373, 118.112, 110.738, 107.284, 104.596, 90.928]"
1372,51754.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,O2,4.0,-2,2,6,"[129.934, 122.738, 117.084, 100.854, 91.175, 86.503]"
